YMD,T0000,T0015,T0030,T0045,T0100,T0115,T0130,T0145,T0200,T0215,T0230,T0245,T0300,T0315,T0330,T0345,T0400,T0415,T0430,T0445,T0500,T0515,T0530,T0545,T0600,T0615,T0630,T0645,T0700,T0715,T0730,T0745,T0800,T0815,T0830,T0845,T0900,T0915,T0930,T0945,T1000,T1015,T1030,T1045,T1100,T1115,T1130,T1145,T1200,T1215,T1230,T1245,T1300,T1315,T1330,T1345,T1400,T1415,T1430,T1445,T1500,T1515,T1530,T1545,T1600,T1615,T1630,T1645,T1700,T1715,T1730,T1745,T1800,T1815,T1830,T1845,T1900,T1915,T1930,T1945,T2000,T2015,T2030,T2045,T2100,T2115,T2130,T2145,T2200,T2215,T2230,T2245,T2300,T2315,T2330,T2345,MaxLoad,MinLoad,MeanLoad,weekday,is_workday,Holiday_Info,Holiday_Name
2009-01-01,0.23000741234161365,0.22278125068259538,0.22015971256461622,0.21392273723109623,0.21042896068667752,0.20644197387789665,0.20305967405934144,0.20047542621664236,0.1976646882009552,0.19600820720849038,0.1948375092657989,0.19393015098075866,0.19169866520135387,0.18954269807448199,0.18941593523204792,0.1884401044850728,0.1864797057690325,0.18621811664344093,0.18175199538854617,0.18057302532246436,0.18002598590133487,0.17858919289098668,0.17764051159562777,0.17589997552413397,0.17373859277426607,0.17087005496977778,0.1671989231147158,0.16151119255549423,0.15756215829346254,0.15262878295989618,0.14336349796432962,0.1275907348479708,0.10977392433821434,0.09906092965922492,0.09764793520942744,0.0975664196481002,0.09772882318098539,0.09800642437219807,0.0992850187614769,0.09921790403243828,0.09803230959071707,0.09871160396541039,0.10058738795315247,0.10033645411031172,0.10275113002571427,0.10318180545052238,0.10315621373431826,0.10477863437131137,0.10777581610741355,0.10643738222598909,0.10303312706364366,0.09789192085313683,0.09485510762113396,0.09073753127664241,0.08368689997314101,0.07934312881191304,0.0777447059122012,0.07572314859212279,0.0765196672073038,0.07632931734843126,0.07438344468149478,0.07564497129491984,0.07717085409257739,0.07765247634934543,0.0781143170092872,0.07909482463201023,0.0790358869749264,0.07926191476316201,0.07861370160234944,0.08397305286666591,0.09041925071734958,0.10365909268365436,0.12222004146303259,0.13682770306060163,0.13595943789502785,0.1291402944440884,0.12497038258873427,0.12254359282710792,0.12128648192966764,0.1207649025810914,0.1235441837298127,0.12260098330176358,0.1241499048930499,0.12620353279302177,0.12772853967029077,0.12976566115445448,0.1315708634670618,0.13604564808491512,0.13678521595342913,0.1342513211171862,0.1322658379122738,0.1289530071479328,0.12049189587863762,0.1124066813607492,0.10494659785649484,0.0974238324232338,0.10985359145175048,0.15369402496060533,0.12440727588703103,3,0,10,New Year's Day
2009-01-02,0.08993845818182213,0.0843847425673725,0.07969186494123306,0.07703774727704378,0.07438586723070206,0.07190322546633468,0.0694925601144161,0.07010807841470716,0.06960105758033878,0.06729583541811816,0.0684407317417322,0.06848454015668065,0.06761045616415738,0.06810436359941135,0.06694073598433574,0.06723164212937245,0.06699754354848302,0.06869900750735834,0.07059004040728363,0.0700628952409285,0.0742927448718903,0.0762399743407514,0.07822533841295012,0.08097931541097203,0.0858934733032981,0.09248913772321204,0.09854104626046373,0.1076195863310536,0.12392619590415162,0.15067211483049972,0.18265872950278544,0.216241268987897,0.25445686157510905,0.2727095499030677,0.27887214823853235,0.2812089424089637,0.2827963566649582,0.28450923978149056,0.28751893966051606,0.28921047825019947,0.28928787367490655,0.2906687746676356,0.2923705379510059,0.2922096532024951,0.2946402671048613,0.29334494245636167,0.2893796028404307,0.28389308807153407,0.26000112761325844,0.23212660778897268,0.23067596148669406,0.2213291908222545,0.22500788798567115,0.23178594157139085,0.25421583653749913,0.2682641945380373,0.27189224985883337,0.27405333161865447,0.2741369732904731,0.2769410954948096,0.2777828664332378,0.28043828678573096,0.2810491936921712,0.282409668742841,0.28238167361137645,0.28438964958213386,0.28347464733709055,0.2830179263818298,0.2820112844090584,0.28096650241264315,0.27600351112881605,0.28216703678917193,0.2945167706934349,0.3036892888450303,0.31735288614763885,0.31371826770356,0.31735152034855496,0.3183435905732709,0.3163859276809751,0.31556587980051226,0.31567897656434896,0.31614221687880467,0.3130419398229627,0.31177455956479966,0.311535127684813,0.31032024602387454,0.3078021292576055,0.3092525204131215,0.3047159253333662,0.29766540493279575,0.2915184301078999,0.2809360723108117,0.26689355247836344,0.2534974444731715,0.24023113887309663,0.2275882289996917,0.271952820073939,0.07429116876403857,0.23210377525164022,4,0,10,New Year's Day
2009-01-03,0.21639789740588083,0.21087300693276287,0.20670936651197944,0.2016152006305342,0.20043685343658746,0.19953106795256434,0.1965830545189652,0.19824264746885545,0.19756297517675875,0.19770496214577793,0.19937314723928412,0.19963329325133525,0.19985446662203224,0.1998985093512226,0.19901547379500112,0.19930950739714115,0.19841459643699652,0.20068091125111567,0.20214054262395129,0.20303347558354135,0.203649487326256,0.20608541311428713,0.2087245270002762,0.21314522737635594,0.21385433000794932,0.22097948404927664,0.2254906265316586,0.2322327745931532,0.2437834117461017,0.2639195051840268,0.28983031530216974,0.30993046282269393,0.3342247251864817,0.3436895561280942,0.3441736911345974,0.34120189673392315,0.3407115346381294,0.3409199481331659,0.342687229756029,0.3421716549742467,0.3422245419384299,0.34098971818160456,0.34224270615185903,0.34148027758050775,0.34222725002649806,0.34064791746919304,0.3343260611595297,0.3256249793191923,0.29990482879724695,0.2706840390277886,0.27098066621289935,0.2656499969749207,0.27021500318187797,0.27763384048644296,0.3052401949219617,0.31623717437503335,0.32000363472233984,0.3190875996657089,0.3193524715084572,0.32128269459969344,0.3233738203913182,0.32589960539772045,0.3272391717745341,0.3281149092759916,0.33003226040395667,0.3315549451351706,0.33212881235577596,0.33097141673646296,0.32647738432563456,0.32501998691698736,0.31730531421928765,0.3234847906275888,0.33192398674168727,0.3438309208813273,0.3516792654166427,0.3456054298047489,0.34704395049939607,0.34662146931313853,0.34240040246524694,0.34065813917114934,0.3407232359328263,0.3413383245434234,0.33745267159494224,0.3378905503210764,0.33562121460605376,0.33412611617784554,0.32829382957606446,0.33110676797801963,0.3242621210804182,0.31773257131433275,0.3104466483999095,0.30111488286408405,0.2896588289743133,0.27749902947828137,0.2633067076355178,0.25086889416162556,0.3030861799425855,0.21121198217020867,0.29725084149196634,5,0,10,New Year's Day
2009-01-04,0.2429739685863506,0.23692227239529892,0.23204144912845226,0.2295115453609078,0.22940295438979383,0.22944451978844463,0.2283031735090158,0.22900194234721544,0.22926345423254557,0.2295271610152009,0.2299593067620964,0.2296408949403537,0.2288115666270126,0.22939735513319645,0.22930742189721176,0.22982124791160885,0.22956685500666876,0.22961166449858378,0.23106933741850605,0.23211939889805827,0.23290938095722183,0.23489943957836124,0.23681556131759374,0.24054877834321858,0.24425622973459896,0.2516190850088514,0.25603374357720937,0.263606426642828,0.2749545165071564,0.29100705622142725,0.3097671158557416,0.3270345633166571,0.35782268681281965,0.34648494437828975,0.34307033358588074,0.34552417650130324,0.3464802828333269,0.34400672302962804,0.3452306243574199,0.34132260863772157,0.33922833964067733,0.33899991282829045,0.3395595142886006,0.34001913345423507,0.3406418192689924,0.3389164066754186,0.33139090345677774,0.3212322695737162,0.2993932078091991,0.2736587245066536,0.27722575584857,0.2723691929762664,0.27673262584012537,0.2844460365275961,0.30163363755160727,0.31408931950956887,0.31671861204257673,0.31956198920322293,0.3195069923186552,0.3202754603246135,0.32222555128758534,0.3229039501231873,0.3251193847125752,0.326013715589978,0.3226944750909027,0.3284450913227749,0.3261411145245981,0.3254942269152204,0.3210741732319093,0.3224965201041788,0.312651383350088,0.32252203287826076,0.3347381489962121,0.3433347848079359,0.35132184064861316,0.34140818254413247,0.34017863010923194,0.33407730032293714,0.3293009251494819,0.32929550381458195,0.32955682561528676,0.33172842290844473,0.32812173086190494,0.3193378612738189,0.31973576856952357,0.31896579458027513,0.31726393317903845,0.3202133267654102,0.3266132177959271,0.314507338057853,0.3080716666582264,0.30073374183553603,0.28775896824196406,0.2766599069558418,0.2633219527829736,0.25519511454731963,0.30129540839482544,0.24114010001178016,0.303246056554968,6,1,0,
2009-01-05,0.2413233106140296,0.2461489299039681,0.246493030305341,0.24110690601431034,0.2423963673213383,0.24272222261638335,0.24312114738924792,0.24393941362319954,0.24508084475511996,0.24557424917683024,0.2467339702105291,0.2482932477759091,0.24798953826228268,0.24807890015148681,0.2491917940576186,0.24886640081331154,0.24767577197322088,0.249742048728036,0.2513961102162599,0.25247656531961066,0.2561654965106832,0.26050506865739886,0.26231354458028155,0.2640605781208855,0.2706581106835186,0.2794368133241623,0.28698519758209395,0.29692616243295705,0.31526301811945573,0.33490327449540475,0.35432533967089824,0.37620693272930655,0.40048565530290164,0.413926712242627,0.41086186171341726,0.40901388871121785,0.41026030274103786,0.40453236671345616,0.4047480151056334,0.4018412594102937,0.3995002014506589,0.3980259890793958,0.39938844774369026,0.39848725079831987,0.3980835953640051,0.3957686719912583,0.389252555537154,0.37636098055040734,0.34833123698477064,0.3163350717822382,0.32016334593666756,0.31450123367694277,0.32486766873904893,0.33525537103443637,0.36405905501472957,0.37867444162398567,0.386875821425098,0.38720402196688863,0.3882353924186215,0.38948385860765883,0.39004294464949446,0.3926922862077854,0.39240097079954445,0.3944263820138005,0.39419179737976473,0.39664949872737637,0.3952948077860889,0.39227729459764005,0.387158952997706,0.3825628100575858,0.3707099866182278,0.3767436508312024,0.39061845307762977,0.4027219684149296,0.4186343864081793,0.42621881282257,0.43280739038347515,0.43093464222051525,0.4233995122153963,0.4213995994099915,0.42133354114602184,0.41906062171598224,0.4152976296863463,0.41151752722255397,0.40588321772621017,0.40658325872367845,0.4051921355639006,0.4042856282821953,0.39880989346171414,0.394772397298092,0.385592518156068,0.37309990501652057,0.3545491855121792,0.34420272157310894,0.3287596104262748,0.3151620296972084,0.3686438747945156,0.26357183039734605,0.3594161802905295,0,1,0,
2009-01-06,0.3062177468184714,0.2999586504441126,0.29401275399167426,0.2926558695062463,0.2899338780596192,0.28796593563709943,0.2849277840327654,0.28663247693490906,0.2863726188645732,0.28637990977372013,0.2874610877883079,0.28675763266910465,0.28688927612561427,0.28758830687593023,0.2894969637213074,0.2919189917886928,0.28972474937039927,0.29045770976691854,0.29143035518630117,0.29299391885023535,0.2940867619961207,0.2996879917989358,0.300615983897583,0.3034451847464435,0.3055319177712332,0.3115088296948819,0.31639108611462047,0.3187529543708683,0.3331458732246565,0.3535813747724275,0.37632338695350065,0.39858914978243903,0.4219336532115406,0.42841107004505885,0.4258452266551168,0.4235458943636755,0.42228421935410254,0.42115837911490345,0.42041169544680085,0.4176961799007492,0.41561228387727345,0.4125307752093552,0.4116547714802116,0.41198436636943375,0.41056074112813845,0.4061501434453287,0.39850215314478754,0.3873081598079231,0.3122231721520509,0.3300836840735647,0.33353601966354746,0.32595215885636597,0.33484960100213007,0.34388879827433566,0.3736774635887346,0.38766159623786794,0.3922123845149439,0.3956719558097333,0.39579697383778584,0.3965290245298655,0.3974864160506007,0.40069085176952207,0.4011715983907404,0.4022843447713165,0.40355156738817316,0.40664905533442197,0.4034985618442364,0.4018405999796714,0.3961271261995803,0.3951670651630684,0.3835785919493638,0.3881905765828143,0.39905184202391836,0.4120928562808282,0.4302260193616594,0.42754432578575946,0.433215814150421,0.4274593854575011,0.42162995283734944,0.4214226230620665,0.42087281416094785,0.4197874041237035,0.4155695346955759,0.4142348707758541,0.41288377251469105,0.406124282072571,0.3997254308213232,0.3995513353511316,0.3926779091720469,0.3862368618063033,0.3806365013288382,0.3697191415242699,0.35463670102619704,0.3414020310220652,0.3294820284766888,0.31559394795307444,0.3741971043327716,0.30427313680851004,0.3750695217933,1,1,0,
2009-01-07,0.30172840361857706,0.29982957903561386,0.2974002038089465,0.29549845751598064,0.29411454515402147,0.2923108178301116,0.2909628266693983,0.29305122102256714,0.29276783527993855,0.2948307129972899,0.2938204140088025,0.29327407407326284,0.29374572067165816,0.2951909016434919,0.29502645155113283,0.29416908959953114,0.2940269630864358,0.2954776496541515,0.29786071822589577,0.2993658309466944,0.29999825082227827,0.302517738310878,0.30340408285700465,0.3080948643711706,0.3112979941384199,0.3176847180980459,0.3224030345674435,0.3283664009308374,0.3389841943792829,0.35768799575175303,0.38023261405125697,0.40274727780601943,0.4456905653122447,0.42889635146267213,0.42887493869197907,0.4256481051422189,0.4222427497326208,0.4167636541930546,0.41674900123250913,0.41145794230420546,0.40617612375544804,0.4041749339696059,0.40316504933352876,0.4032490140867377,0.4028844943328432,0.40017977499071516,0.39345794559492475,0.38327397853026174,0.35279800171051734,0.3210991880876928,0.3245980371501777,0.3196125091680931,0.33009985561247684,0.3421561874204371,0.36949876900656364,0.3817211553466347,0.38538071483242625,0.3851306172060187,0.3868225031495905,0.38801137819273784,0.3894325585670372,0.3922122035540901,0.39470250796662304,0.39656839289684204,0.3966778541919776,0.3971267493179013,0.3968761333753965,0.3960891098487264,0.3908992030597126,0.3883287775282758,0.3797838560374461,0.38757096548982634,0.3986798983211637,0.414752598199363,0.431031242248232,0.42573573703720513,0.4297446468619189,0.42616860928323913,0.4217382728697952,0.42006616597007745,0.4181199620099757,0.4170665265286,0.4126443091873087,0.412751690110095,0.4114375837838863,0.4064622620790617,0.40411092338495735,0.4012550740590375,0.3976839274777343,0.39184188544579646,0.3828520952302347,0.3735816227866344,0.3580919516702307,0.3427817164333282,0.3297096710628204,0.31806781983102256,0.3651668214309135,0.30974926805099784,0.37447014801955747,2,1,0,
2009-01-08,0.30709602201935704,0.29782566929698906,0.2953590746299093,0.29291814533513566,0.2913518410933839,0.2923003795086721,0.29132643478627224,0.2925166378453487,0.29172770138317156,0.29328990781581177,0.2937259611723993,0.2944858704796386,0.29450342132430274,0.29625969475331165,0.29789085163015544,0.29742364944934574,0.2980913211424941,0.297652250758419,0.2980612437855773,0.29960365454182597,0.30194396586014943,0.3068008490230846,0.3085874920851986,0.3154523825918474,0.3190600798153153,0.3217565128364434,0.3259867187719353,0.3331932814858246,0.34511438248585197,0.36205319116352114,0.38181865052678127,0.39829655715236567,0.42235717727215716,0.4237166886342045,0.4213425378208075,0.4183756333629174,0.41465048455356424,0.4120283454047082,0.4099932863145438,0.40693267194326627,0.40402994204226306,0.4028343036205759,0.4026643784219662,0.4008045774524582,0.4005915303714039,0.3978989178762307,0.3907924950790888,0.3816112995030004,0.34708006907087185,0.32302436549554625,0.32754226856950186,0.3217990689521288,0.3312713210570214,0.3413346267391363,0.36466110589590056,0.37964100378211996,0.3834684739097555,0.3854618090906953,0.3876650288398025,0.3868688212573419,0.3880020746677389,0.3907094018604846,0.39275397386231503,0.39293397606706415,0.3935735501633395,0.39417864189542284,0.3932853019419381,0.39178526266779806,0.38664165591073474,0.38202339712753824,0.3721100516380477,0.37596180353761993,0.39292024879737397,0.40767427056974126,0.4319415163191077,0.4307675068211468,0.4336699737993479,0.4326305286208222,0.4253644484359654,0.42358016971339146,0.4240035773201101,0.4237390778969777,0.4185968889062875,0.41361836751328024,0.4145667334898772,0.4105691403835341,0.40724873807026307,0.39930389130776955,0.39421243391593025,0.39131474353822626,0.3845838883243741,0.3752051628571873,0.3585219212958141,0.34337167853329914,0.3300368246973084,0.3145203135652123,0.3701002697951211,0.31228534269383773,0.37360802745956206,3,1,0,
2009-01-09,0.30433508629147615,0.2994074262481211,0.2950276548400261,0.29194898956337123,0.29149891194082733,0.2930867155063398,0.2920235372084106,0.29198720868544376,0.29226383882907386,0.2947571716541999,0.29600265081960087,0.2952653831118201,0.2962313077075575,0.29763544667010894,0.29987505509218065,0.3001718603003413,0.30066922723430656,0.30148685215965404,0.30217955403870594,0.30453233398365553,0.30536207869060217,0.3089749400649465,0.31131108092141824,0.31788431087988467,0.32016936969122517,0.3271185565270305,0.3315582507312916,0.336356175242643,0.3505776098168007,0.36932092113047105,0.39408124912773423,0.4106783843352127,0.42533156396059724,0.4287762634322929,0.4322352504607087,0.4273061080058735,0.4244056565442578,0.421654738287151,0.41920116844333444,0.41642189170606253,0.41441417044081186,0.41189623112678664,0.4118309736892815,0.41002174985946466,0.40935626953426923,0.4078944855665301,0.3996815018795036,0.3902582516953823,0.3629667773054474,0.3328704713509149,0.33951976170062564,0.33331702129502705,0.34079309133009394,0.3512945778831105,0.37656242770437853,0.39159267094401423,0.3899948545700343,0.3946037310652074,0.3937962317382437,0.3943176772687782,0.39538204751957595,0.39759536165753484,0.39799284635760346,0.3983722218978324,0.39769518049332153,0.3982726904557263,0.39466756749625165,0.39110675716685495,0.3799839949532284,0.38160982211834504,0.3710717479641268,0.3747884436133174,0.3873583059907364,0.4050225322150721,0.42500011916130176,0.4245282561508703,0.42678706354280144,0.4247130335987848,0.4207974483959845,0.418646926889502,0.4152576368448509,0.4141179954951931,0.4098939136217676,0.40800014299988024,0.41028656379552625,0.4079197576086607,0.4044703739947118,0.4035407886531693,0.4036116267046561,0.3920536969499017,0.3861925967669741,0.37493715584081533,0.3459414846420658,0.34831206695448813,0.333133995447248,0.31611938858789357,0.37263425395182564,0.3158755871734878,0.37706041916828875,4,1,0,
2009-01-10,0.3049893612403986,0.2977766546747493,0.295580207349824,0.2927272549595747,0.2866593251386063,0.2895443204086073,0.2881439865982854,0.28960424612388,0.28791741714643265,0.28906255598856034,0.27694214178958776,0.2783969110047673,0.2785746282442362,0.2799992881953181,0.29345973781403667,0.29311871526955924,0.29396600803610196,0.29635931158101864,0.29614417562949585,0.29634183858083035,0.2986511058645538,0.3021840366935067,0.30119824131954626,0.3028355753495588,0.30534758204800094,0.30724893316890844,0.3113989267921258,0.3157217797887695,0.3268666862504521,0.34145690839140125,0.3583055349351113,0.3775202556876227,0.3861652597261771,0.39325502933745804,0.3940470107258732,0.39027807297060596,0.3860220015782338,0.38425067486036213,0.38404199566613356,0.38124865164501537,0.37894710979336055,0.37836378014094696,0.37771826599941327,0.3765002323252232,0.3780190893417197,0.37498204887289843,0.37013284680388336,0.35962654389831333,0.3305294530490968,0.30755038645297145,0.31344239880781943,0.3079922161177917,0.31249475243769165,0.3193359977524741,0.3426631958098157,0.34847326635390186,0.35111135801881327,0.35064503511410566,0.34879008286925584,0.3490857580055952,0.3503751004769608,0.3516903925911692,0.3532795171319239,0.3532323425883998,0.35250308336864494,0.3527654897523596,0.35012894445174214,0.34838065636802606,0.3371002407617893,0.3383154191336631,0.32461878947346307,0.33076875487376983,0.34087055731047133,0.35008346261918516,0.3652880774439885,0.3628906068023547,0.36523620849694444,0.3629925396352514,0.35599764282610985,0.35483712284554936,0.35518885365358194,0.35598599746817516,0.351951768615798,0.35089150028899335,0.3497531780119155,0.3495715860952141,0.3448529592900621,0.34608728628547186,0.34384623242607454,0.3404046666587991,0.33751080426287855,0.33484358128946756,0.3220806882895319,0.31110036798169655,0.29855993314971674,0.2859758456731162,0.33906752479164654,0.30583160252898944,0.3417686660695181,5,0,5,
